"lekid","x","y","man_area","per_miss","per_zero","mean_count","sd_count","min_count","max_count","mean_rugg","length_road","count_OG","mean_ppt","sd_ppt","mean_sb","sd_sb","mean_herb","sd_herb","mean_nest","sd_nest"
"H-Rasmussen",-999238.22107593,2153368.81474678," H",0,12.5,14.375,8.52226684973338,0,28,0.000303,112066.5072,5,20.597826,0.490336,8.569097,4.014446,7.848082,2.309228,0.174679,0.069061
"H-Rawlins",-919338.152713312,2145764.38947773," H",0,75,3.5,7.90671417418501,0,28,0.003559,160067.4721,0,20.456521,0.498106,8.038542,3.183804,5.979529,1.668708,0.10229,0.072416
"H-Red Creek",-1021810.21861583,2205845.69238689," H",0,3.125,31.25,22.7284105287037,0,94,0.001084,57150.33766,0,20.413043,0.49238,7.829302,4.134414,9.812313,3.820752,0.137705,0.075479
"H-Red Creek Well",-1001040.49372832,2187113.52959262," H",0,6.25,35.71875,22.564937653145,0,85,0.000171,97421.97309,0,18,0,5.802728,2.722434,9.534242,3.946154,0.067639,0.034024
"H-Red Ridge",-932481.940696871,2193267.60916883," H",0,78.125,0.78125,1.96311758312162,0,8,0.00682,199904.3946,0,21.076086,1.51251,9.988789,3.671682,6.461769,3.916172,0.143836,0.096773
"H-Red Rim",-944866.932898346,2133525.67751565," H",53.125,68.75,10.9333333333333,11.4046774030074,0,37,0.00311,155698.2642,0,25.47826,2.169342,11.740236,3.337014,7.209633,2.882927,0.332119,0.075834
"H-Red Rim Basin",-942802.467060212,2135237.87354828," H",0,81.25,4.28125,9.79873057940374,0,34,0.002635,154699.8354,0,24.569892,1.86304,11.415511,3.425126,7.040434,2.575058,0.327785,0.088866
"H-Riddle Creek",-914279.83577996,2179857.53952615," H",3.125,71.875,4.38709677419355,9.12022448318329,0,35,0.009557,162522.9807,1,23.791208,0.90804,10.504421,4.085292,8.159401,4.624736,0.181058,0.082386
"H-Riddle Cut",-913169.044127323,2180402.44306554," H",0,28.125,26.4375,28.1573201391637,0,99,0.009521,167222.1616,1,24.193548,1.202667,10.97012,4.54687,9.496369,5.847621,0.201597,0.101757
"H-Rinshaw Cabin",-922086.929806513,2183447.14104252," H",0,0,68.5625,39.6378261016484,6,144,0.002421,254341.6321,0,22.19149,1.132466,9.487793,3.503657,5.799221,2.0028,0.207706,0.073489
"H-Ruby Knolls North",-971349.027518887,2158120.20745772," H",0,78.125,3.6875,11.2003384165462,0,53,0.000816,72332.95957,1,20.904254,0.52732,8.835578,4.211506,8.758329,2.581194,0.167107,0.070025
"H-Ruby Knolls South",-967241.098296599,2152011.44886334," H",0,0,32.8125,14.9395286448078,14,68,0.002175,90190.55813,8,22.279569,0.781033,10.703184,3.878138,7.730953,2.612483,0.210649,0.100578
"H-Ruby Knolls West",-974701.560728843,2153532.09242665," H",40.625,40.625,14.0526315789474,10.4161929716856,1,34,0.000495,110428.0072,6,21.296703,0.456804,9.822106,4.088395,8.96624,2.872541,0.216189,0.057783
"H-Rush Creek",-914927.879140839,2207112.5702248," H",0,3.125,40.75,33.1390034308079,0,142,0.003982,170535.3139,0,19.021505,0.829282,10.07368,2.628722,7.733692,3.796654,0.129591,0.060624
"H-Rye Gulch",-943965.694819026,2055868.17139686," H",0,96.875,0.375,2.12132034355964,0,12,0.023503,88764.97007,1,29.573034,0.859679,8.926146,4.16849,42.400646,13.073648,0.035695,0.088897
"H-Sage Creek Basin",-936168.516998325,2100700.82604863," H",53.125,56.25,48.6666666666667,25.5613175008831,0,87,0.017266,190794.9618,0,34.703296,0.671139,18.10308,6.002522,21.350198,7.045136,0.482146,0.093082
"H-Sage Creek Ranch",-928236.309299434,2106517.21708012," H",6.25,62.5,8.76666666666667,14.3038054578043,0,47,0.008069,117475.4087,0,28.010869,2.103281,9.752052,4.97238,9.738906,7.881708,0.114,0.086027
"H-Saltiel",-905112.709840532,2176545.66803061," H",12.5,15.625,17.6071428571429,12.2575427593525,0,44,0.012064,171585.8787,0,25.47826,2.700556,10.007536,4.757038,9.449473,6.037125,0.143129,0.104631
"H-Sand Dunes 1",-959819.429060786,2104920.70798004," H",0,93.75,0.5,2.21432287764265,0,12,0.003662,272700.9348,103,28.369565,1.070528,11.006842,3.472478,9.054175,4.82121,0.276634,0.102441
"H-Sand Gully",-971812.774193933,2191856.95615646," H",56.25,56.25,41.2142857142857,39.4699078586919,1,126,0.000378,219684.1138,0,20.293478,0.455355,10.880062,2.627366,8.346218,2.201813,0.278069,0.057686
"H-Sandhills Rd.",-962659.298705433,2099008.87714779," H",21.875,96.875,0.32,1.6,0,8,0.002287,248529.2008,134,26.925531,1.054265,9.364123,3.264139,7.516798,4.086714,0.200337,0.086103
"H-Sandhole",-933557.064766854,2192092.41212794," H",0,6.25,12.53125,7.37031699322663,0,35,0.004205,212304.1366,4,20.355556,1.12853,9.48322,3.961741,5.981733,3.174695,0.143604,0.099947
"H-Saxon",-1020012.63610864,2151413.49966308," H",40.625,50,12.7894736842105,11.2080276159963,0,36,0.000502,85121.08776,11,17.44086,0.49649,6.615541,3.734521,6.259488,2.098129,0.109267,0.046134
"H-Scotty Lake",-1016602.37789754,2202958.48437656," H",3.125,12.5,21.0322580645161,20.3723405151327,0,94,0.000758,61621.53387,1,19.978021,0.491197,9.958491,3.74393,9.322517,4.983612,0.19752,0.083036
"H-Scottys Peak",-941241.724221987,2130400.44824565," H",56.25,78.125,9.42857142857143,13.2358155467207,0,40,0.007113,171728.8304,0,28.18085,2.40992,11.951843,2.652311,7.646355,3.373372,0.299621,0.074369
"H-Separation Hilltop",-947775.461518172,2129179.73685582," H",18.75,50,14.6153846153846,17.9445299143264,0,57,0.006346,162824.9045,0,27.340425,1.61478,12.535136,3.049082,7.683368,3.527426,0.329424,0.077134
"H-Shallow Creek",-997513.453232045,2100589.44988703," H",15.625,43.75,8,8.06702690443779,0,27,0.001155,75527.7638,8,21.402173,0.967513,7.384052,4.019608,7.882096,3.915992,0.138156,0.080765
"H-Sheep Mountain",-926880.727868294,2126387.49051708," H",18.75,53.125,5.30769230769231,5.73249844845495,0,18,0.008314,157930.0896,2,27.788888,2.052069,11.061343,3.515624,6.52467,3.210676,0.214712,0.08987
"H-Sixteenmile",-946540.412930093,2128246.86180106," H",0,96.875,0.03125,0.176776695296637,0,1,0.006933,166228.3402,0,28.451612,1.356118,12.535537,2.852478,7.983056,3.901949,0.321096,0.08542
"H-SK Well",-987721.819088392,2179320.92071972," H",0,78.125,2.28125,5.66958139775825,0,22,9.7e-05,91626.09392,1,18.956989,0.202881,4.356766,2.096072,10.564041,4.709104,0.054969,0.028027
"H-Smiley Springs",-998865.916656669,2202138.92658672," H",37.5,37.5,44.95,25.0609257610329,1,100,0.002019,117966.9026,0,19.677419,0.532013,9.591114,4.189445,9.564687,2.928139,0.155254,0.068369
"H-Smith Draw",-911699.550340865,2133121.81218323," H",0,96.875,0.09375,0.530330085889911,0,3,0.004054,91797.39857,0,20.434782,1.227442,7.587185,3.267251,7.241164,2.726889,0.045216,0.028898
"H-Soap Holes",-987929.396102494,2068163.51396143," H",0,43.75,6.5625,8.87525556197243,0,42,0.003997,137224.5167,5,24.659574,0.575255,8.572679,3.184531,7.316553,3.470226,0.154289,0.072493
"H-Sooner",-967839.581793025,2178900.29914131," H",0,0,26.65625,18.8330686773678,3,63,0.000131,190654.9168,0,19.880434,0.324452,8.217104,2.291892,8.012273,1.960183,0.15547,0.04062
"H-Sooner Oil",-967298.967227766,2179801.24726458," H",0,71.875,2.4375,5.75262913244752,0,25,0.000147,204190.7595,0,19.977777,0.147405,8.582228,2.303274,7.892364,1.945954,0.170793,0.040789
"H-Sourdough Mine",-982207.146155574,2160121.48291614," H",0,12.5,10.78125,9.21336467907775,0,41,0.000771,150636.4949,48,20.977777,0.147405,9.958482,4.3187,8.812608,2.540597,0.239068,0.080747
"H-South Hangout",-985288.702580551,2069814.01068082," H",18.75,90.625,3.15384615384615,9.55276842676429,0,38,0.003607,157203.2091,1,25.32258,0.869572,9.075015,2.917453,6.62311,2.76844,0.187526,0.054218
"H-South Hatchet",-924811.97439434,2180300.21794685," H",56.25,56.25,21.5,12.4452647776018,5,49,0.001288,214118.0706,0,20.922222,0.600514,7.322551,3.236948,5.252166,2.721145,0.116228,0.05538
"H-Southland Well",-961103.934089773,2182986.48399087," H",28.125,28.125,37.2173913043478,23.8021322989409,3,81,0.000381,242266.591,0,21.5,1.078444,9.309228,2.713719,8.34132,2.419241,0.200064,0.046175
"H-Stewart Creek",-951956.92595268,2176853.3733758," H",0,0,48.1875,22.5823760857315,16,119,0.000276,327629.2338,0,20.877777,0.359869,9.394733,2.593899,7.682101,2.168329,0.19651,0.059174
"H-Stinking Springs",-991937.282943688,2212225.39975662," H",34.375,53.125,25.0952380952381,26.3342073393234,0,92,0.00176,109414.5578,16,19.163043,0.369405,9.89223,4.171781,8.07766,3.339669,0.230955,0.067927
"H-Stratton",-959135.055218187,2168228.11495718," H",0,6.25,33.25,22.9445333991177,0,89,0.000229,73465.24152,0,20,0,6.178197,2.924476,8.309474,2.493059,0.073329,0.040042
"H-Stratton Lake",-997499.799233839,2196674.20422689," H",0,59.375,5.21875,9.53680265281345,0,36,0.000673,96461.13968,2,18.648935,0.499093,6.714503,3.756368,9.154859,2.884458,0.094146,0.033643
"H-Strom Reservoir",-976774.167702586,2070348.48819146," H",0,93.75,0.625,2.45934688418982,0,10,0.00436,149534.6123,6,26.268817,0.749763,9.424544,2.484091,6.043892,3.216137,0.186118,0.051157
"H-Sulphur Springs",-955052.22854113,2112274.15442764," H",0,100,0,0,0,0,0.015684,198205.5138,1,29.879121,0.970274,12.774461,3.838949,11.848454,6.601218,0.293409,0.104917
"H-SW Riner",-957422.235382596,2132907.40127813," H",40.625,50,8.31578947368421,8.19927253940486,0,32,0.001625,147937.2428,0,23.595504,1.013605,11.719086,3.447274,5.947915,2.247531,0.329829,0.082505
"H-Table Lake",-919932.76812542,2177202.52806955," H",37.5,87.5,1.35,3.58762492905529,0,15,0.004711,179531.6289,1,21.709676,0.910873,8.70658,3.568046,5.48671,2.046982,0.136803,0.047795
"H-Taper",-909370.685049553,2170647.9986466," H",0,46.875,11.25,16.0362492598045,0,61,0.006883,164923.1397,2,23.380434,0.763891,8.308009,3.167975,6.88786,2.722462,0.137732,0.056533
"H-Texas Oil",-985888.31083586,2185916.55243682," H",6.25,75,4.63333333333333,11.0030821178411,0,51,0.00023,139844.6579,0,18.644443,0.478681,7.345469,2.967754,9.209504,2.41905,0.127592,0.055152
"H-Tin Can",-920533.466081135,2172110.69764707," H",21.875,21.875,26.88,17.8029023850981,6,70,0.001349,133878.7907,1,20.731182,0.674254,6.291659,3.05683,4.825863,1.661211,0.091413,0.034411
"H-Twentymile Road",-948413.565992024,2124544.15001926," H",0,68.75,3.84375,6.22745935354058,0,18,0.010897,154086.9966,1,29.602149,1.873067,12.601353,3.112487,8.884664,4.788375,0.289954,0.099315
"H-Upper Cottonwood",-954095.533480639,2071097.1231347," H",0,100,0,0,0,0,0.014772,217408.9538,9,32.395603,0.768602,14.169688,5.559503,19.047225,7.402728,0.304195,0.149232
"H-Upper Hugus",-921558.767047897,2126807.46063392," H",0,81.25,0.8125,1.92500523669166,0,8,0.007826,152017.9311,1,27.193548,1.647794,10.865895,2.966709,6.741725,3.22853,0.24439,0.076046
"H-Upper Iron Springs",-916435.487138595,2122530.11542253," H",0,40.625,14.34375,13.5113079880664,0,37,0.00778,128931.0673,1,26.087911,1.379985,10.349164,3.020305,6.228624,2.378674,0.161945,0.077436
"H-Upper Osborne",-961019.836089349,2194724.41649687," H",25,25,32.9583333333333,16.8999078121146,10,72,0.000711,364072.0354,0,22.602149,0.777918,10.753185,2.731147,7.873486,2.259843,0.286926,0.034487
"H-Upper Red Creek",-973839.528000092,2072457.55590958," H",25,62.5,10.3333333333333,13.3958678465532,0,40,0.002965,168833.9299,12,26.692308,0.54857,9.483974,2.604655,6.007329,3.445279,0.187742,0.066449
"H-Upper Wild Cow Creek",-961230.423453275,2090296.09818286," H",56.25,65.625,30.2857142857143,26.0278802335217,0,75,0.009362,194425.9475,17,28.532608,1.362949,9.050398,3.395097,9.105933,4.829887,0.142026,0.052285
"H-West Fillmore Ranch",-958446.476574531,2121762.22472447," H",0,31.25,17.1875,15.9827275721374,0,47,0.003561,181536.2012,5,26.709676,0.922603,12.879688,2.678382,7.823537,3.938073,0.424364,0.044163
"H-West J.O.",-961183.226665964,2099885.26581615," H",0,84.375,2.96875,7.40306987326117,0,30,0.002702,247877.4659,105,27.709676,1.299963,10.152893,3.604986,8.292965,4.837303,0.238956,0.106364
"H-West Junction",-911141.401202008,2124125.61048245," H",0,90.625,2.0625,7.6282053019719,0,32,0.003706,105368.9444,0,24.260869,1.488138,10.563748,2.214251,6.702889,2.257273,0.12388,0.056331
"H-West Towers",-978312.546838901,2147025.71753128," H",37.5,37.5,10.85,6.89984744301221,1,24,0.000849,151513.3283,31,21.817203,0.386498,10.700844,4.100033,8.076721,3.201548,0.279423,0.04865
"H-Wild Cow",-966316.93485111,2087504.63694209," H",0,96.875,0.46875,2.65165042944955,0,15,0.004438,155539.5198,32,26.488889,0.619039,7.866801,3.214352,7.427791,3.11987,0.10088,0.052709
"H-Wild Horse Basin 2",-960674.271187311,2079800.26481774," H",3.125,68.75,19.6774193548387,38.1701341337039,0,130,0.00998,218686.2913,3,30.032258,0.739828,10.343247,3.429607,10.708623,5.459714,0.153223,0.092632
"H-Wild Horse Basin 3",-959708.240573442,2075865.1756059," H",0,87.5,1.21875,4.34581277894911,0,20,0.012174,195057.371,0,30.553192,0.557674,10.89785,3.433372,11.104826,5.637062,0.140074,0.09563
"H-Wild Horse Canyon",-922498.687532964,2125275.23736147," H",21.875,40.625,11.28,12.9856330868644,0,47,0.00705,139059.6727,1,26.526882,2.12305,10.499783,3.24687,6.564286,3.068353,0.233495,0.084807
"H-Wild Horse Mtn.",-961645.140288147,2079889.544419," H",0,90.625,0.59375,2.43442216764525,0,13,0.010028,223440.7871,1,29.840425,0.854315,9.915796,2.968968,9.923614,4.91793,0.133915,0.064602
"H-Willow Cr. Rim 1",-1005515.11086743,2096664.74022997," H",31.25,50,16.9090909090909,15.6354575394368,0,57,0.001368,52391.37702,4,20.085105,0.453346,3.919285,2.317585,4.834239,2.714968,0.046265,0.015134
"H-Willow Spring",-933558.144487044,2151543.99110282," H",34.375,68.75,3.52380952380952,4.60020703467841,0,13,0.009115,134733.2889,0,23.934066,1.097471,12.067876,3.090684,6.456172,2.381386,0.237522,0.121092
"H-Willows 2",-960088.478324029,2102557.3673052," H",21.875,53.125,30.52,29.865141330097,0,98,0.002839,263890.6285,104,28.258064,1.199491,10.854534,3.620603,8.946427,5.185894,0.271388,0.099435
"H-Willows 3",-959150.832470171,2104373.6177059," H",65.625,75,15.9090909090909,16.2139109745585,0,49,0.003581,267445.8569,92,28.698925,1.114758,11.160326,3.611734,9.697319,5.355197,0.283436,0.10115
"H-Windy Hill",-958808.869027691,2149086.15389862," H",0,3.125,41.34375,22.0653126919504,0,90,0.001444,113156.3272,0,21.869565,0.471293,10.023705,3.702793,6.879518,2.154495,0.189455,0.089831
